4.416467547416687012e-01 9.958762526512145996e-01 9.618167281150817871e-01 -4.981604516506195068e-01 -8.265741467475891113e-01 -2.046600282192230225e-01
2.671525478363037109e-01 9.506949782371520996e-01 2.074968963861465454e-01 8.107392191886901855e-01 1.224292889237403870e-01 -6.459060311317443848e-01
1.282339394092559814e-01 7.198590040206909180e-01 -2.614934146404266357e-01 1.803060919046401978e-01 5.581175088882446289e-01 -3.139263689517974854e-01
-9.960068464279174805e-01 -9.929828643798828125e-01 -2.715977430343627930e-01 9.433879852294921875e-01 1.384531855583190918e-01 -3.044275641441345215e-01
4.855511188507080078e-01 3.254385590553283691e-01 1.626662313938140869e-01 -2.028543055057525635e-01 6.902005672454833984e-01 -2.429225891828536987e-01
-1.278042197227478027e-01 1.586047112941741943e-01 4.643526375293731689e-01 -8.789087086915969849e-02 5.191637277603149414e-01 -6.485366821289062500e-01
4.408435821533203125e-01 9.076446890830993652e-01 -3.193312287330627441e-01 -3.177268803119659424e-01 2.815029621124267578e-01 -2.623380124568939209e-01
-3.163812756538391113e-01 -1.205735374242067337e-02 2.184213995933532715e-01 -2.943642735481262207e-01 7.959647178649902344e-01 -8.246240615844726562e-01
1.790068447589874268e-01 3.222056329250335693e-01 -3.192868232727050781e-01 4.563688859343528748e-02 2.506254017353057861e-01 1.142633631825447083e-01
6.100426912307739258e-01 3.739502429962158203e-01 -2.663447558879852295e-01 -3.347393572330474854e-01 -2.785392338410019875e-03 3.958688676357269287e-01
-2.837230265140533447e-01 -2.293277718126773834e-02 6.340625286102294922e-01 -6.731756925582885742e-01 3.279056549072265625e-01 6.852129101753234863e-02
-9.337952136993408203e-01 4.226746261119842529e-01 4.025389850139617920e-01 3.211585879325866699e-01 8.213574886322021484e-01 -9.391400814056396484e-01
-5.772858858108520508e-01 -2.819731459021568298e-02 -9.500482082366943359e-01 -5.222799181938171387e-01 1.490976512432098389e-01 -9.859780073165893555e-01
-4.832002520561218262e-01 -5.708487033843994141e-01 -2.045051604509353638e-01 -4.871005117893218994e-01 5.153220891952514648e-01 -4.805309772491455078e-01
6.806971132755279541e-02 1.067044138908386230e-01 -2.387323528528213501e-01 2.221061140298843384e-01 -1.216377392411231995e-01 -3.382371366024017334e-01
-6.164953112602233887e-01 9.464641213417053223e-01 -9.731165319681167603e-02 -5.385799407958984375e-01 -2.177617102861404419e-01 4.922738969326019287e-01
4.215846657752990723e-01 2.454997003078460693e-01 -3.588041663169860840e-02 -1.734820455312728882e-01 1.096384376287460327e-01 -1.270141731947660446e-02
2.650224566459655762e-01 -2.572677731513977051e-01 -5.649217367172241211e-01 2.474171854555606842e-02 -2.032124996185302734e-01 -5.583011507987976074e-01
1.353583633899688721e-01 -3.436185717582702637e-01 -1.396727263927459717e-01 1.794660538434982300e-01 4.131979309022426605e-03 -4.796429574489593506e-01
1.171575114130973816e-01 1.159790754318237305e-01 -8.055182546377182007e-02 -3.832809925079345703e-01 -1.435960084199905396e-01 -1.798317730426788330e-01
-7.873063087463378906e-01 1.914702802896499634e-01 -6.874668002128601074e-01 9.852710962295532227e-01 6.474153995513916016e-01 -7.422427535057067871e-01
-9.672217369079589844e-01 9.988982677459716797e-01 -5.595725774765014648e-01 7.968838214874267578e-01 -3.043542504310607910e-01 -9.645240306854248047e-01
-6.445876359939575195e-01 2.658531069755554199e-01 -7.547016441822052002e-02 -3.413166701793670654e-01 1.266705989837646484e-01 -3.503126502037048340e-01
6.046284437179565430e-01 7.615820765495300293e-01 -1.108006685972213745e-01 3.618755638599395752e-01 -5.755653381347656250e-01 -6.416672468185424805e-01
2.808427512645721436e-01 1.899802088737487793e-01 -4.695006012916564941e-01 -1.151307951658964157e-03 7.525591552257537842e-02 -1.526784598827362061e-01
-1.279627680778503418e-01 -8.207367658615112305e-01 -6.825964152812957764e-02 9.596634656190872192e-02 9.643420577049255371e-02 3.081233203411102295e-01
2.353463172912597656e-01 1.652614474296569824e-01 1.211252138018608093e-01 -6.128915548324584961e-01 5.252234935760498047e-01 -2.876651287078857422e-01
-9.633684158325195312e-01 -9.822916388511657715e-01 -8.374081850051879883e-01 -1.906705498695373535e-01 -9.866878390312194824e-01 9.446942806243896484e-01
-4.915547072887420654e-01 -5.900810956954956055e-01 5.389432422816753387e-03 3.936577737331390381e-01 -4.284301698207855225e-01 5.457273721694946289e-01
2.560721337795257568e-01 1.925616860389709473e-01 1.102360412478446960e-01 8.337206244468688965e-01 -2.910655736923217773e-01 -7.309615612030029297e-01
-7.720489501953125000e-01 8.987697362899780273e-01 2.983385920524597168e-01 7.954832911491394043e-01 8.788561224937438965e-01 9.779801368713378906e-01
2.797530591487884521e-02 -4.610433876514434814e-01 -1.047823727130889893e-01 -2.297043055295944214e-01 -4.505529999732971191e-01 -1.391259208321571350e-02
-9.702045917510986328e-01 -7.625420093536376953e-01 2.959216237068176270e-01 -8.235446214675903320e-01 -1.985749751329421997e-01 -9.961717724800109863e-01
3.805819749832153320e-01 1.119830831885337830e-01 -3.905385136604309082e-01 -6.180076599121093750e-01 1.150665432214736938e-01 -4.696604013442993164e-01
2.878161370754241943e-01 -4.174298942089080811e-01 2.374918162822723389e-01 -2.133345007896423340e-01 5.399594306945800781e-01 -5.900322198867797852e-01
2.484327703714370728e-01 -1.744436323642730713e-01 -4.264958575367927551e-02 4.534321427345275879e-01 3.852929174900054932e-02 -1.305168718099594116e-01
4.109093546867370605e-01 -8.715087175369262695e-01 4.817692935466766357e-01 9.935245513916015625e-01 -9.241606593132019043e-01 -2.946327924728393555e-01
-3.215834498405456543e-01 -9.680011272430419922e-01 5.515266656875610352e-01 -9.260318875312805176e-01 7.935067415237426758e-01 2.255681604146957397e-01
-6.685208082199096680e-01 8.184282183647155762e-01 1.002399176359176636e-01 -4.478310346603393555e-01 5.264077782630920410e-01 6.042896509170532227e-01
-1.128159165382385254e-01 -7.929774522781372070e-01 -5.820133686065673828e-01 -7.261153459548950195e-01 6.085838079452514648e-01 -4.453150928020477295e-01
-5.219948291778564453e-01 -6.860524415969848633e-01 -2.373733818531036377e-01 4.672382473945617676e-01 -3.100504577159881592e-01 -9.989842772483825684e-01
1.456392109394073486e-01 2.919904887676239014e-01 -5.963072553277015686e-02 2.753229439258575439e-01 2.185384482145309448e-01 -6.339212656021118164e-01
3.047641515731811523e-01 -8.110612034797668457e-01 2.745951116085052490e-01 -9.962769746780395508e-01 -4.321175217628479004e-01 -4.641209840774536133e-01
7.268028706312179565e-02 -1.773848570883274078e-02 -5.106767639517784119e-02 -4.379874169826507568e-01 -4.896090030670166016e-01 2.866172492504119873e-01
4.420519173145294189e-01 -4.577010124921798706e-02 6.191005110740661621e-01 -4.598153829574584961e-01 4.292201101779937744e-01 -6.008183956146240234e-01
9.143572300672531128e-02 -7.438568025827407837e-02 4.794477224349975586e-01 -5.612915158271789551e-01 -2.657497823238372803e-01 -4.118523299694061279e-01
8.455199003219604492e-01 -9.746116586029529572e-03 -9.948343634605407715e-01 4.755676388740539551e-01 -5.075813531875610352e-01 2.611933946609497070e-01
4.061904847621917725e-01 2.071239203214645386e-01 4.639530777931213379e-01 1.077338308095932007e-02 -8.544889837503433228e-02 -4.375774562358856201e-01
-2.455612868070602417e-01 -4.401021301746368408e-01 -4.388975203037261963e-01 6.929326802492141724e-02 -8.091274648904800415e-02 -3.897575438022613525e-01
-7.047578692436218262e-01 4.501223862171173096e-01 2.895704470574855804e-02 1.737200021743774414e-01 -1.343439966440200806e-01 3.152338266372680664e-01
7.805046439170837402e-01 -2.028952091932296753e-01 -5.566878914833068848e-01 -9.733784198760986328e-01 3.942292928695678711e-01 -1.408289819955825806e-01
