-2.099969685077667236e-01 9.883356690406799316e-01 -5.059014558792114258e-01 -2.096744328737258911e-01 6.405830383300781250e-01 -6.413681507110595703e-01 9.920238256454467773e-01 5.493515729904174805e-01
-3.212242424488067627e-01 2.918116748332977295e-01 3.026530742645263672e-01 -6.895279884338378906e-01 -8.133774995803833008e-02 -5.840200781822204590e-01 9.714072346687316895e-01 1.653928309679031372e-01
-2.078043296933174133e-02 2.698290646076202393e-01 8.622974157333374023e-01 -3.935902118682861328e-01 -2.956202626228332520e-01 7.517163455486297607e-02 4.610834121704101562e-01 -4.433335363864898682e-01
7.166776806116104126e-02 -8.934885263442993164e-01 9.341530799865722656e-01 -9.970061779022216797e-01 -5.802979320287704468e-02 -4.564850032329559326e-01 6.503400858491659164e-03 -8.092648983001708984e-01
1.918707937002182007e-01 4.984695017337799072e-01 3.046926558017730713e-01 3.056001067161560059e-01 -5.677688121795654297e-01 -2.564913928508758545e-01 8.044224977493286133e-01 -6.418343782424926758e-01
-1.290420591831207275e-01 -3.870816528797149658e-01 6.376243829727172852e-01 -4.916635453701019287e-01 -3.359198272228240967e-01 4.097714424133300781e-01 6.648394465446472168e-01 -5.687191486358642578e-01
4.256801307201385498e-01 9.407479763031005859e-01 9.671042561531066895e-01 -4.469802677631378174e-01 -5.000030249357223511e-02 2.662028670310974121e-01 4.415541291236877441e-01 -3.401580452919006348e-01
-9.888221323490142822e-02 -3.099992573261260986e-01 7.932306528091430664e-01 -2.361655533313751221e-01 -5.432099699974060059e-01 1.697729378938674927e-01 3.007060289382934570e-01 -7.080997228622436523e-01
-1.189031824469566345e-01 3.127277493476867676e-01 -1.056269928812980652e-01 -4.598731994628906250e-01 -1.943021416664123535e-01 3.288426995277404785e-01 5.827773213386535645e-01 -6.883819103240966797e-01
4.816162884235382080e-01 8.622553944587707520e-01 -2.140727043151855469e-01 1.383449733257293701e-01 3.572973608970642090e-01 6.593707799911499023e-01 5.201851725578308105e-01 -5.856357812881469727e-01
-3.015452325344085693e-01 -8.291462063789367676e-02 8.265854716300964355e-01 5.841445922851562500e-01 1.143990084528923035e-02 6.346575617790222168e-01 8.977843523025512695e-01 -5.377535820007324219e-01
-8.298081159591674805e-01 -7.964632511138916016e-01 9.511339664459228516e-01 -5.632750391960144043e-01 -2.252048999071121216e-01 -4.303495287895202637e-01 6.379494667053222656e-01 -1.514911092817783356e-02
-7.085781097412109375e-01 2.748329006135463715e-02 6.399323940277099609e-01 -6.883953213691711426e-01 -8.936272859573364258e-01 5.699371099472045898e-01 -9.038738012313842773e-01 -1.134754568338394165e-01
2.199582010507583618e-01 -8.077706396579742432e-02 3.470958471298217773e-01 4.295602142810821533e-01 -1.184474378824234009e-01 8.202748894691467285e-01 -6.548918485641479492e-01 -2.889261245727539062e-01
-2.577006816864013672e-01 5.222320556640625000e-01 9.947779774665832520e-02 -6.711649894714355469e-01 -7.242231369018554688e-01 4.885970950126647949e-01 6.816817522048950195e-01 5.594288930296897888e-02
-2.885615229606628418e-01 8.436149358749389648e-01 9.069830179214477539e-01 5.037822723388671875e-01 9.708954095840454102e-01 6.313961744308471680e-01 5.213218182325363159e-02 -5.323044657707214355e-01
6.923669576644897461e-01 6.394301652908325195e-01 6.018383502960205078e-01 3.827400505542755127e-01 -4.156689718365669250e-02 4.136368334293365479e-01 6.192951202392578125e-01 -6.223893761634826660e-01
1.718859821557998657e-01 2.267663776874542236e-01 -6.064482033252716064e-02 1.261952221393585205e-01 -9.427171349525451660e-01 5.559119582176208496e-01 5.320253968238830566e-02 1.626987010240554810e-01
2.309439182281494141e-01 -2.265731543302536011e-01 1.635019332170486450e-01 -2.267021089792251587e-01 -5.978882312774658203e-01 5.635325312614440918e-01 1.015447750687599182e-01 1.850892454385757446e-01
