-2.701247930526733398e-01 9.829799532890319824e-01 -5.351109504699707031e-01 -2.644626796245574951e-01 6.024991273880004883e-01 -5.559846162796020508e-01 9.851567745208740234e-01 4.058520793914794922e-01
-3.676609992980957031e-01 2.337553352117538452e-01 3.213755786418914795e-01 -5.998007655143737793e-01 -1.704336330294609070e-02 -5.378065109252929688e-01 9.422801136970520020e-01 1.030045896768569946e-01
1.815938949584960938e-02 2.579860687255859375e-01 7.502194643020629883e-01 -3.348910212516784668e-01 -2.100601047277450562e-01 7.822769135236740112e-02 4.479764699935913086e-01 -4.320442974567413330e-01
1.102900132536888123e-01 -8.504554033279418945e-01 9.488201737403869629e-01 -9.907927513122558594e-01 -2.173027247190475464e-01 -4.047592282295227051e-01 2.133160978555679321e-01 -8.822710514068603516e-01
2.448946237564086914e-01 3.957111537456512451e-01 4.471560120582580566e-01 2.501417994499206543e-01 -4.624138772487640381e-01 -1.440935730934143066e-01 7.666388750076293945e-01 -6.642262935638427734e-01
-1.132597774267196655e-01 -3.746843636035919189e-01 5.990984439849853516e-01 -3.175633549690246582e-01 -2.140280306339263916e-01 3.776388466358184814e-01 6.230587959289550781e-01 -5.013931989669799805e-01
4.172278642654418945e-01 8.641924858093261719e-01 9.309399127960205078e-01 -3.939736485481262207e-01 1.469050440937280655e-02 2.405483871698379517e-01 5.895249843597412109e-01 -3.672742545604705811e-01
-3.850108757615089417e-02 -3.368337154388427734e-01 8.002520799636840820e-01 -1.508467346429824829e-01 -4.688102304935455322e-01 2.483099251985549927e-01 3.154823780059814453e-01 -6.558563709259033203e-01
5.432957038283348083e-02 1.806184053421020508e-01 6.687185168266296387e-02 -2.396133840084075928e-01 -1.242797449231147766e-01 3.791702091693878174e-01 5.878877639770507812e-01 -6.265034675598144531e-01
4.168586730957031250e-01 6.843211650848388672e-01 -1.155021190643310547e-01 1.929778009653091431e-01 2.931609153747558594e-01 6.632521152496337891e-01 4.995522201061248779e-01 -5.898059606552124023e-01
-1.323991566896438599e-01 -1.489949673414230347e-01 8.257755041122436523e-01 5.229613780975341797e-01 3.633525222539901733e-02 5.797291994094848633e-01 8.508950471878051758e-01 -5.938042402267456055e-01
-7.647567987442016602e-01 -7.057571411132812500e-01 9.289001226425170898e-01 -4.861427843570709229e-01 -1.590998023748397827e-01 -2.811620831489562988e-01 5.992527604103088379e-01 -7.026061415672302246e-02
-5.916219353675842285e-01 -1.362709105014801025e-01 7.161831855773925781e-01 -6.172280907630920410e-01 -6.444932222366333008e-01 5.959503054618835449e-01 -7.289194464683532715e-01 -6.512045860290527344e-02
1.020744740962982178e-01 -1.692462265491485596e-01 4.514003396034240723e-01 2.478682845830917358e-01 -9.221450239419937134e-02 7.847993373870849609e-01 -4.675001502037048340e-01 -3.088925480842590332e-01
-1.223834753036499023e-01 3.510384559631347656e-01 9.115112572908401489e-02 -4.602825343608856201e-01 -6.268203854560852051e-01 5.616421103477478027e-01 6.027544736862182617e-01 1.129516661167144775e-01
-2.938373684883117676e-01 8.645831942558288574e-01 8.850704431533813477e-01 5.029855966567993164e-01 9.209678769111633301e-01 6.187491416931152344e-01 2.343819439411163330e-01 -6.039391756057739258e-01
5.712509155273437500e-01 4.353857636451721191e-01 5.938794612884521484e-01 3.085703253746032715e-01 -7.879766821861267090e-02 4.593435525894165039e-01 5.867702364921569824e-01 -6.394106149673461914e-01
2.004158198833465576e-01 2.360211908817291260e-01 -6.203521415591239929e-02 1.132608130574226379e-01 -8.768462538719177246e-01 6.993932723999023438e-01 1.468640714883804321e-01 1.533778905868530273e-01
2.166341245174407959e-01 -1.225064545869827271e-01 1.444216519594192505e-01 -1.694103777408599854e-01 -5.306572914123535156e-01 6.134753823280334473e-01 2.883263230323791504e-01 1.249193474650382996e-01
1.694199293851852417e-01 4.748674929141998291e-01 3.014776706695556641e-01 2.243207953870296478e-02 -4.437025487422943115e-01 8.550238609313964844e-01 3.840931355953216553e-01 4.052852839231491089e-02
3.313628137111663818e-01 -2.986767888069152832e-01 9.410831928253173828e-01 -4.844929277896881104e-02 -2.856738269329071045e-01 -3.918271958827972412e-01 -2.320363074541091919e-01 -9.420959353446960449e-01
-9.953413605690002441e-01 5.320415496826171875e-01 -4.153389632701873779e-01 -9.665482640266418457e-01 -8.762931823730468750e-01 -2.101367413997650146e-01 7.886797785758972168e-01 5.718757510185241699e-01
