2.202084846794605255e-02 6.075440645217895508e-01 -7.915319204330444336e-01
3.688389360904693604e-01 1.592312194406986237e-02 -2.992390692234039307e-01
3.310475945472717285e-01 1.738443225622177124e-02 -5.042580515146255493e-02
9.936124086380004883e-01 1.103123649954795837e-01 1.230619475245475769e-01
3.001777529716491699e-01 1.905471086502075195e-01 -9.905205667018890381e-02
3.800057470798492432e-01 -2.874269522726535797e-02 -5.787678062915802002e-02
6.043639183044433594e-01 -7.377318143844604492e-01 -3.308513164520263672e-01
4.754175841808319092e-01 -2.768560051918029785e-01 4.617808014154434204e-02
4.818779230117797852e-01 1.114136502146720886e-01 -3.665202483534812927e-02
5.863071680068969727e-01 2.851635217666625977e-04 -1.123312711715698242e-01
3.572296500205993652e-01 2.987199127674102783e-01 -2.044901549816131592e-01
4.702363014221191406e-01 -1.818933337926864624e-01 1.150408908724784851e-01
7.620004415512084961e-01 -6.320010423660278320e-01 4.323548078536987305e-01
3.701904416084289551e-01 -1.512684077024459839e-01 1.669044792652130127e-02
2.544884681701660156e-01 -1.459655314683914185e-01 -4.521677643060684204e-02
6.153914928436279297e-01 -3.405896127223968506e-01 -5.064114332199096680e-01
2.944835126399993896e-01 1.635205894708633423e-01 -1.274167597293853760e-01
1.020274087786674500e-01 2.960300631821155548e-02 7.421706616878509521e-02
1.828404515981674194e-01 -2.150394469499588013e-01 4.503935202956199646e-02
1.969713419675827026e-01 -3.198039531707763672e-01 -1.484904885292053223e-01
9.539747238159179688e-01 2.498538941144943237e-01 5.235437154769897461e-01
-3.117671012878417969e-01 2.457496337592601776e-02 -5.194833278656005859e-01
2.671522498130798340e-01 3.315610811114311218e-02 -1.044230759143829346e-01
5.822702660225331783e-04 -4.063136577606201172e-01 -6.319756507873535156e-01
2.963812351226806641e-01 -1.437447369098663330e-01 -4.820702224969863892e-02
1.403833478689193726e-01 6.368170976638793945e-01 7.183089107275009155e-02
3.005572855472564697e-01 4.099741578102111816e-02 -8.840951323509216309e-02
1.662626713514328003e-01 -1.570282429456710815e-01 9.970437884330749512e-01
2.335128784179687500e-01 5.633904933929443359e-01 4.644301831722259521e-01
1.803184002637863159e-01 7.909093797206878662e-02 -1.179238557815551758e-01
9.991627931594848633e-01 4.826352000236511230e-02 -5.494015216827392578e-01
-3.356491774320602417e-02 -4.193496704101562500e-01 -8.537042140960693359e-02
-1.712256968021392822e-01 -9.964066743850708008e-01 1.644528061151504517e-01
3.445541560649871826e-01 -4.732418358325958252e-01 -1.114550679922103882e-01
2.933813929557800293e-01 5.786728858947753906e-02 -8.226779848337173462e-02
2.807976603507995605e-01 3.447515964508056641e-01 5.701315775513648987e-02
-9.879822731018066406e-01 8.671861290931701660e-01 4.952618181705474854e-01
5.674710273742675781e-01 9.595751762390136719e-01 1.419343948364257812e-01
6.534314155578613281e-01 -1.617467105388641357e-01 -2.968267798423767090e-01
3.313482403755187988e-01 -5.581753849983215332e-01 -1.611324213445186615e-02
-1.034517437219619751e-01 -9.474204182624816895e-01 -1.418730765581130981e-01
3.224522471427917480e-01 -6.917992141097784042e-03 3.378210961818695068e-02
1.662245839834213257e-01 -9.122626781463623047e-01 3.396055698394775391e-01
1.661929190158843994e-01 4.403769075870513916e-01 -1.923564672470092773e-01
3.033246099948883057e-01 -1.200722381472587585e-01 -1.714496463537216187e-01
1.885271817445755005e-01 -2.873538732528686523e-01 -1.820962280035018921e-01
2.051170729100704193e-02 1.982556581497192383e-01 4.932322502136230469e-01
2.901163101196289062e-01 -1.357555091381072998e-01 -2.484828233718872070e-01
1.516556888818740845e-01 -1.318025141954421997e-01 6.366737186908721924e-02
4.986908435821533203e-01 -6.975632160902023315e-02 -2.259315103292465210e-01
4.463469386100769043e-01 -6.798948645591735840e-01 -1.241122707724571228e-01
