7.84,4.20,11.88,0.70,24.50,1.31,0.88,0.67,2.56,5.90,1.00,0.63,77.848579,10.529072
4.90,4.20,10.71,0.54,13.47,1.50,0.57,0.51,2.15,4.23,1.00,0.65,83.351181,9.261789
14.21,6.30,17.19,0.60,39.20,1.53,0.67,0.45,3.22,7.25,1.00,0.58,69.800323,4.704820
31.36,15.40,36.19,0.30,68.60,2.15,0.45,0.24,4.68,11.53,2.00,0.31,65.971848,22.010220
13.72,4.90,13.76,0.91,41.65,1.43,0.88,0.67,2.03,5.90,1.00,0.81,73.683624,12.550231
6.37,2.80,9.06,0.97,26.34,1.52,0.56,0.40,2.54,5.38,1.00,0.81,91.325287,15.207107
8.82,7.00,11.88,0.79,77.79,1.32,0.94,0.40,6.58,17.28,5.00,0.24,75.041199,6.829426
9.31,4.20,11.49,0.89,23.89,1.47,0.67,0.56,1.68,4.65,1.00,1.01,85.504082,17.455313
14.21,6.30,17.19,0.60,39.20,1.56,0.67,0.45,3.22,7.25,1.00,0.58,69.454842,4.688130
3.92,3.50,8.12,0.75,33.07,1.37,0.22,0.22,6.43,11.43,1.00,0.28,108.605019,19.154364
1.47,2.10,4.69,0.84,12.25,1.40,0.62,0.45,4.07,7.02,3.00,0.37,93.386780,10.119996
3.92,2.10,6.80,1.07,11.64,1.28,0.86,0.77,4.13,7.25,4.00,0.44,89.115341,14.373551
33.81,12.60,30.01,0.47,167.82,1.60,0.77,0.27,8.08,19.33,1.00,0.27,47.972706,3.229829
19.11,5.60,17.74,0.76,76.56,1.43,0.73,0.71,3.69,9.48,1.00,0.52,64.645317,5.301179
10.78,13.30,14.92,0.61,159.86,1.73,0.39,0.39,6.24,13.68,-1.00,0.50,70.711143,9.944809
2.94,2.10,5.86,1.08,20.83,1.39,0.67,0.40,2.87,5.85,1.00,0.60,94.485420,13.922064
141.12,14.70,49.85,0.71,1658.65,1.55,0.96,0.94,4.61,26.25,-1.00,0.63,7.504009,73.952065
29.40,9.80,25.86,0.55,86.36,1.35,0.93,0.38,4.62,9.80,1.00,0.58,56.622929,6.196004
4.90,3.50,9.61,0.67,9.80,1.36,0.83,0.83,3.42,5.95,3.00,0.48,79.728012,10.037321
16.17,8.40,24.86,0.33,65.54,1.39,0.94,0.33,6.58,11.75,1.00,0.45,62.795433,5.098719
17.15,7.70,20.39,0.52,46.55,1.57,0.64,0.49,3.13,6.42,0.00,0.73,66.198051,6.495525
39.20,11.90,40.65,0.30,268.27,1.60,1.00,0.79,21.44,56.17,11.00,0.38,37.035938,14.206182
11.76,5.60,16.02,0.58,17.15,1.41,0.88,0.45,3.19,5.67,1.00,0.58,72.254684,6.583287
63.21,25.20,47.58,0.35,251.74,1.72,0.29,0.19,7.66,19.72,1.00,0.30,55.283760,32.421196
13.72,4.90,13.76,0.91,41.65,1.43,0.88,0.67,2.03,5.90,1.00,0.81,73.683624,12.550233
4.41,2.80,7.74,0.93,26.95,1.45,0.67,0.40,2.88,5.62,1.00,0.80,90.333473,14.124196
6.37,3.50,10.94,0.67,14.09,1.21,0.80,0.71,1.73,3.95,1.00,0.91,88.291100,19.036455
10.78,4.90,12.82,0.82,27.56,1.45,0.62,0.45,1.62,4.42,1.00,0.79,81.762833,11.397534
13.72,6.30,16.25,0.65,25.73,1.40,0.67,0.60,2.68,5.85,1.00,0.65,72.345238,7.016232
9.80,4.20,11.33,0.96,36.75,1.29,0.57,0.56,1.45,4.78,1.00,0.88,90.203117,17.806837
24.50,10.50,24.54,0.51,76.56,1.72,0.35,0.21,3.68,9.42,1.00,0.55,72.049797,11.556833
19.60,6.30,18.68,0.71,31.24,1.50,0.89,0.40,3.06,6.08,1.00,0.71,67.183624,7.653954
14.70,5.60,14.53,0.87,26.34,1.65,0.56,0.40,2.54,5.38,1.00,0.81,79.257271,12.031084
2.45,3.50,6.02,0.85,8.57,1.23,0.86,0.77,3.83,6.65,5.00,0.40,88.265015,12.938779
46.55,11.20,51.91,0.22,444.67,1.63,0.94,0.79,24.74,80.72,28.00,0.34,49.487804,36.860806
82.32,13.30,65.60,0.24,826.26,1.87,1.00,0.77,20.11,76.10,-3.00,0.35,14.512167,44.257607
17.15,5.60,16.02,0.84,90.04,1.40,0.78,0.65,1.79,7.25,1.00,0.86,70.552826,12.000104
12.74,6.30,14.92,0.72,15.92,1.67,0.44,0.20,2.86,4.92,1.00,0.72,85.642990,13.292418
7.84,4.20,10.94,0.82,30.01,1.26,0.71,0.70,1.59,4.65,1.00,0.71,83.659050,13.386882
3.43,12.60,8.67,0.57,84.52,1.72,0.36,0.36,10.51,21.45,4.00,0.29,81.695824,10.093730
4.41,2.80,7.74,0.93,26.95,1.42,0.67,0.40,2.88,5.62,1.00,0.80,90.872108,14.341848
238.63,22.40,117.39,0.22,731.94,1.63,0.85,0.14,26.04,52.10,1.00,0.20,74.619888,164.209442
54.39,12.60,43.37,0.36,167.82,1.57,0.77,0.27,8.08,19.33,1.00,0.27,39.336620,6.843412
15.19,6.30,18.29,0.57,44.10,1.32,0.89,0.79,3.28,7.85,1.00,0.72,67.519875,10.510618
6.37,4.20,10.39,0.74,22.66,1.48,0.43,0.43,1.17,3.58,1.00,0.81,92.324844,15.675788
16.17,8.40,19.84,0.52,20.21,1.68,0.33,0.15,3.75,6.40,1.00,0.52,83.851639,12.926394
11.76,5.60,16.02,0.58,17.15,1.49,0.88,0.45,3.19,5.67,1.00,0.58,70.677956,5.987849
9.80,4.90,14.86,0.56,51.45,1.45,0.75,0.56,2.50,7.48,1.00,0.73,72.937584,7.945109
11.76,7.00,15.70,0.60,24.50,1.78,0.50,0.50,2.84,5.12,1.00,0.70,75.456398,10.386679
13.23,5.60,14.92,0.75,32.46,1.65,0.42,0.42,3.13,7.10,1.00,0.55,80.551201,9.619116
6.37,4.20,10.39,0.74,22.66,1.48,0.43,0.43,1.17,3.58,1.00,0.81,92.324844,15.675788
3.92,2.10,6.80,1.07,11.64,1.18,0.86,0.77,4.13,7.25,4.00,0.44,92.827011,16.787636
8.33,7.00,18.45,0.31,22.66,1.57,0.60,0.54,4.88,9.53,3.00,0.37,71.025604,3.547198
10.78,4.20,12.11,0.92,27.56,1.42,0.88,0.67,2.94,5.67,1.00,0.73,76.476044,11.786265
57.33,20.30,55.73,0.23,171.50,1.54,0.79,0.21,9.45,23.28,0.00,0.21,39.852913,18.663883
5.88,3.50,9.61,0.80,30.01,1.17,0.71,0.70,1.59,4.65,1.00,0.71,89.023079,16.004110
19.60,6.30,18.68,0.71,31.24,1.45,0.89,0.40,3.06,6.08,1.00,0.71,67.977356,7.905950
7.84,4.20,11.88,0.70,24.50,1.31,0.88,0.67,2.56,5.90,1.00,0.63,77.848579,10.529072
19.11,8.40,20.00,0.60,123.72,1.66,0.65,0.62,5.31,15.18,2.00,0.44,56.797047,2.218258
2.94,4.20,7.90,0.59,15.31,1.61,0.50,0.50,7.41,11.98,7.00,0.25,86.836288,7.145786
31.85,9.10,34.79,0.33,315.44,1.46,0.89,0.79,11.98,41.32,6.00,0.35,37.384197,5.394741
33.81,12.60,30.01,0.47,167.82,1.63,0.77,0.27,8.08,19.33,1.00,0.27,47.750904,3.355484
6.37,3.50,10.94,0.67,14.09,1.13,0.80,0.71,1.73,3.95,1.00,0.91,91.084175,20.959438
48.51,16.10,38.13,0.42,113.31,2.02,0.48,0.23,3.79,10.65,1.00,0.43,54.297115,18.671770
7.84,4.90,13.21,0.56,28.79,1.42,0.67,0.67,4.97,9.72,2.00,0.35,75.231453,4.966304
3.92,3.50,8.12,0.75,33.07,1.39,0.22,0.22,6.43,11.43,1.00,0.28,108.300446,19.002144
4.90,6.30,13.37,0.34,9.19,1.75,0.44,0.44,4.62,7.77,6.00,0.37,82.808136,8.543598
19.11,5.60,17.74,0.76,76.56,1.43,0.73,0.71,3.69,9.48,1.00,0.52,64.645317,5.301179
25.48,9.10,29.48,0.37,106.57,1.68,0.87,0.83,6.46,18.17,5.00,0.45,45.897541,4.075714
29.40,9.80,25.86,0.55,86.36,1.35,0.93,0.38,4.62,9.80,1.00,0.58,56.622929,6.196004
3.92,3.50,8.12,0.75,33.07,1.38,0.22,0.22,6.43,11.43,1.00,0.28,108.532265,19.117508
2.45,3.50,6.02,0.85,8.57,1.23,0.86,0.77,3.83,6.65,5.00,0.40,88.265015,12.938779
31.36,9.10,26.41,0.56,153.12,1.48,0.94,0.74,6.82,15.00,1.00,0.47,45.606998,4.088820
6.86,3.50,10.00,0.86,36.75,1.18,0.57,0.56,1.45,4.78,1.00,0.88,95.785545,20.189735
31.36,9.10,26.41,0.56,153.12,1.48,0.94,0.74,6.82,15.00,1.00,0.47,45.607002,4.088821
4.90,3.50,9.61,0.67,9.80,1.36,0.83,0.83,3.42,5.95,3.00,0.48,79.728012,10.037321
9.31,4.90,14.14,0.58,39.20,1.67,0.54,0.54,5.13,9.28,0.00,0.53,74.956833,6.513350
7.35,4.20,10.55,0.83,72.28,1.38,0.94,0.45,6.14,15.05,2.00,0.29,77.191177,7.513178
4.90,7.70,12.36,0.40,29.40,1.30,0.93,0.36,11.12,20.17,14.00,0.22,81.358345,8.353344
17.15,7.70,20.39,0.52,46.55,1.57,0.64,0.49,3.13,6.42,0.00,0.73,66.198051,6.495525
4.90,6.30,13.37,0.34,9.19,1.74,0.44,0.44,4.62,7.77,6.00,0.37,82.797310,8.426874
4.90,7.70,12.36,0.40,29.40,1.30,0.93,0.36,11.12,20.17,14.00,0.22,81.358353,8.353346
11.76,5.60,15.24,0.64,30.01,1.24,1.00,0.67,2.53,6.37,1.00,0.58,74.054939,11.840852
14.70,8.40,15.63,0.76,83.30,1.48,0.94,0.78,11.71,21.93,1.00,0.32,59.721672,4.929872
1.96,2.80,6.34,0.61,17.15,1.25,0.88,0.88,6.20,10.83,6.00,0.46,85.347122,12.698583
19.11,8.40,20.00,0.60,123.72,1.66,0.65,0.62,5.31,15.18,2.00,0.44,56.797047,2.218258
145.04,17.50,54.93,0.60,1658.65,1.54,0.96,0.94,4.61,26.25,-1.00,0.63,7.128764,79.137901
3.43,12.60,8.67,0.57,84.52,1.65,0.36,0.36,10.51,21.45,4.00,0.29,81.940125,9.438437
17.15,7.70,20.39,0.52,46.55,1.57,0.64,0.49,3.13,6.42,0.00,0.73,66.198051,6.495525
3.92,4.90,8.45,0.69,15.31,1.48,0.50,0.50,7.41,11.98,7.00,0.25,87.256538,6.948629
11.27,5.60,13.59,0.77,27.56,1.45,0.62,0.45,1.62,4.42,1.00,0.79,79.782280,10.618733
24.50,11.20,26.80,0.43,45.94,1.72,0.31,0.22,4.86,9.23,1.00,0.43,73.454910,12.065263
11.76,7.00,15.70,0.60,24.50,1.78,0.50,0.50,2.84,5.12,1.00,0.70,75.437355,10.299808
9.80,4.20,11.33,0.96,36.75,1.29,0.57,0.56,1.45,4.78,1.00,0.88,90.203117,17.806837
7.84,4.20,11.10,0.80,20.83,1.45,0.86,0.77,2.75,6.60,3.00,0.55,75.110466,8.805065
8.33,3.50,10.00,1.05,23.89,1.52,0.67,0.56,1.68,4.65,1.00,1.01,88.690094,19.406267
16.17,8.40,24.86,0.33,65.54,1.39,0.94,0.33,6.58,11.75,1.00,0.45,62.795433,5.098719
3.92,4.20,9.77,0.52,8.57,1.49,0.57,0.51,3.20,5.53,3.00,0.46,83.777885,7.016025
40.67,9.80,28.84,0.61,177.62,1.54,0.88,0.78,4.15,12.63,1.00,0.60,40.855129,5.792035
40.67,9.80,28.84,0.61,177.62,1.61,0.88,0.78,4.15,12.63,1.00,0.60,40.071487,5.889615
17.15,11.90,27.35,0.29,25.11,1.85,0.35,0.32,5.65,9.77,2.00,0.29,73.666206,12.262875
39.69,12.60,33.14,0.45,317.89,1.36,0.90,0.84,11.88,40.20,5.00,0.32,35.301132,7.552102
11.76,7.00,15.70,0.60,24.50,1.78,0.50,0.50,2.84,5.12,1.00,0.70,75.437355,10.299805
14.70,7.70,14.53,0.87,131.07,1.38,0.95,0.38,5.53,14.82,1.00,0.38,67.354622,6.388858
15.19,9.10,27.45,0.25,52.06,1.33,0.92,0.41,6.53,10.73,1.00,0.44,62.744194,5.720492
14.70,7.00,18.61,0.53,33.69,1.85,0.46,0.27,4.48,8.87,2.00,0.51,76.679642,10.063640
48.51,9.80,33.21,0.55,510.82,1.38,0.90,0.89,6.85,21.98,-1.00,0.53,29.052162,10.298199
32.34,9.10,35.73,0.32,317.89,1.44,0.90,0.84,11.88,40.20,5.00,0.32,37.028690,6.187548
13.23,5.60,14.92,0.75,32.46,1.65,0.42,0.42,3.13,7.10,1.00,0.55,80.551201,9.619116
14.70,8.40,15.63,0.76,83.30,1.48,0.94,0.78,11.71,21.93,1.00,0.32,59.721672,4.929872
16.66,7.00,24.63,0.35,44.71,1.54,1.00,0.89,4.26,12.22,4.00,0.34,57.235176,7.338632
8.33,4.90,12.98,0.62,37.36,1.41,0.71,0.71,6.13,12.78,3.00,0.27,73.848450,4.812323
4.90,6.30,13.37,0.34,9.19,1.74,0.44,0.44,4.62,7.77,6.00,0.37,82.797310,8.426873
4.90,2.80,8.12,0.93,14.09,1.09,0.80,0.71,1.73,3.95,1.00,0.91,98.193558,24.881575
29.40,9.80,25.86,0.55,86.36,1.41,0.93,0.38,4.62,9.80,1.00,0.58,55.004311,5.387315
103.88,13.30,58.94,0.38,1057.17,1.71,0.92,0.84,12.09,38.35,-9.00,0.49,4.023601,42.066147
126.91,14.70,52.27,0.58,1378.74,1.57,0.96,0.91,6.45,34.77,-2.00,0.56,2.379511,56.287209
231.28,22.40,82.60,0.43,768.69,1.65,0.85,0.13,18.73,31.90,-3.00,0.41,48.108532,123.552101
1.96,2.10,5.63,0.78,17.15,1.30,0.88,0.45,3.19,5.67,1.00,0.58,90.403755,12.911660
4.90,3.50,8.67,0.82,11.02,1.60,0.50,0.50,1.52,3.35,1.00,0.73,89.333336,13.541990
6.37,3.50,10.16,0.78,44.10,1.29,0.89,0.79,3.28,7.85,1.00,0.72,80.310509,14.206676
6.86,5.60,14.14,0.43,11.64,1.44,0.62,0.62,3.10,5.43,1.00,0.43,76.439255,5.790798
24.50,10.50,24.54,0.51,76.56,1.72,0.35,0.21,3.68,9.42,1.00,0.55,72.049797,11.556832
3.92,4.20,9.77,0.52,8.57,1.49,0.57,0.51,3.20,5.53,3.00,0.46,83.777878,7.016025
9.31,4.90,12.82,0.71,52.67,1.65,0.73,0.73,4.43,10.92,2.00,0.43,69.135139,5.184430
29.40,9.80,25.86,0.55,86.36,1.41,0.93,0.38,4.62,9.80,1.00,0.58,55.004314,5.387318
6.37,14.70,15.02,0.35,37.36,1.61,0.59,0.13,12.85,21.90,9.00,0.14,79.463074,9.004908
3.92,2.10,6.80,1.07,11.64,1.28,0.86,0.77,4.13,7.25,4.00,0.44,89.115334,14.373549
32.34,9.10,35.73,0.32,317.89,1.42,0.90,0.84,11.88,40.20,5.00,0.32,37.433712,6.353086
4.90,4.20,10.71,0.54,13.47,1.38,0.57,0.51,2.15,4.23,1.00,0.65,85.774117,10.214555
