5.430516228079795837e-02 -7.758063077926635742e-01 9.503803849220275879e-01 -2.960718572139739990e-01
-2.025582343339920044e-01 5.480035543441772461e-01 1.385820657014846802e-01 -9.659410715103149414e-01
4.870518669486045837e-02 7.074093818664550781e-01 2.460344880819320679e-01 -3.601477444171905518e-01
-5.084129050374031067e-02 9.802056550979614258e-01 -9.929993152618408203e-01 -9.520689249038696289e-01
-2.283811271190643311e-01 1.732372492551803589e-01 2.013631723821163177e-02 -8.984266966581344604e-02
2.870691120624542236e-01 6.002335548400878906e-01 -1.948065161705017090e-01 1.185021549463272095e-01
5.339880585670471191e-01 9.239698648452758789e-01 4.192662835121154785e-01 -3.101083040237426758e-01
2.446072846651077271e-01 5.593488812446594238e-01 -5.268776416778564453e-01 1.724679768085479736e-01
-1.245470643043518066e-01 4.664002656936645508e-01 1.461440622806549072e-01 2.342673391103744507e-02
-2.632227838039398193e-01 3.353886008262634277e-01 3.287583887577056885e-01 -1.489891204982995987e-02
-7.473453283309936523e-01 2.011525779962539673e-01 -1.698388904333114624e-01 -2.836067080497741699e-01
5.016212463378906250e-01 7.799339890480041504e-01 -1.089509949088096619e-01 -9.116999506950378418e-01
9.971963763236999512e-01 2.029045075178146362e-01 -3.693206608295440674e-02 -3.205018341541290283e-01
2.901591360569000244e-01 4.123057425022125244e-01 -3.148283362388610840e-01 -1.845345795154571533e-01
4.291083216667175293e-01 2.432035654783248901e-01 -8.194907754659652710e-02 -1.507810056209564209e-01
-8.971679806709289551e-01 6.262836456298828125e-01 5.782502889633178711e-01 -3.303495347499847412e-01
-2.754969894886016846e-02 2.236525267362594604e-01 2.095723450183868408e-01 -7.208508253097534180e-02
5.450900793075561523e-01 7.028791587799787521e-03 2.368835657835006714e-01 -9.362164139747619629e-02
3.081094920635223389e-01 -1.038227882236242294e-02 8.758399635553359985e-02 -2.098544538021087646e-01
1.900444328784942627e-01 4.478555545210838318e-02 -2.728334963321685791e-01 -2.496730238199234009e-01
-8.411117792129516602e-01 8.680782318115234375e-01 -3.353178799152374268e-01 -8.690623044967651367e-01
9.969982504844665527e-01 -4.931272193789482117e-02 6.462134122848510742e-01 -9.890235066413879395e-01
-2.918879091739654541e-01 2.447298020124435425e-01 -4.259681105613708496e-01 -4.754051268100738525e-01
2.219838649034500122e-01 -8.368624746799468994e-02 6.267865896224975586e-01 -3.156807422637939453e-01
3.945861160755157471e-01 1.481259465217590332e-01 -9.876231104135513306e-02 -3.560898592695593834e-03
-8.278500288724899292e-02 -1.487657427787780762e-01 -2.308565676212310791e-01 3.631956875324249268e-01
-5.213119462132453918e-02 2.945983111858367920e-01 -8.499394357204437256e-02 -1.383522301912307739e-01
-6.470435261726379395e-01 -2.618071138858795166e-01 2.564181983470916748e-01 9.987409710884094238e-01
-1.472844183444976807e-01 -3.732774257659912109e-01 -1.324483454227447510e-01 5.937629938125610352e-01
4.828355461359024048e-02 -1.537134647369384766e-01 3.606970906257629395e-01 -5.537751913070678711e-01
-4.680940210819244385e-01 9.965075850486755371e-01 8.894207477569580078e-01 -9.925518035888671875e-01
5.370868369936943054e-02 -4.798920750617980957e-01 1.957587748765945435e-01 2.607743628323078156e-02
3.932494521141052246e-01 -2.468022257089614868e-01 -6.869970560073852539e-01 -9.526213407516479492e-01
6.074596643447875977e-01 1.673700064420700073e-01 -4.077039659023284912e-01 -1.711907386779785156e-01
2.338805645704269409e-01 7.863150537014007568e-02 -6.082397699356079102e-01 6.026366725564002991e-02
8.649925887584686279e-02 3.081907145678997040e-02 -3.037277162075042725e-01 6.219746172428131104e-02
3.159172236919403076e-01 -9.875847101211547852e-01 -2.415158599615097046e-01 -2.742830812931060791e-01
2.236450463533401489e-01 -9.410917758941650391e-02 -9.909887313842773438e-01 -3.720257058739662170e-02
-9.080008864402770996e-01 8.810496330261230469e-01 1.210083588957786560e-01 -4.284099042415618896e-01
7.377520203590393066e-01 1.086091101169586182e-01 -1.869487017393112183e-01 -8.219519257545471191e-02
6.913659572601318359e-01 -1.841583102941513062e-01 -3.662067353725433350e-01 -9.977384209632873535e-01
3.974334895610809326e-01 5.054482817649841309e-01 4.230992123484611511e-02 -2.597522139549255371e-01
7.285169363021850586e-01 -3.017154037952423096e-01 -9.794486165046691895e-01 -2.577425837516784668e-01
-8.812827616930007935e-02 -1.398605555295944214e-01 1.513990610837936401e-01 1.598349809646606445e-01
1.478007882833480835e-01 2.632973343133926392e-02 -6.443209648132324219e-01 -2.012134641408920288e-01
2.375374734401702881e-01 -8.587808907032012939e-02 -4.370072484016418457e-01 -3.670194447040557861e-01
9.929444193840026855e-01 5.279459431767463684e-02 8.156780153512954712e-03 7.627567052841186523e-01
1.554334312677383423e-01 1.730696260929107666e-01 1.731394678354263306e-01 -4.069195985794067383e-01
4.352373182773590088e-01 -1.095659956336021423e-01 1.451354473829269409e-04 -4.408546686172485352e-01
-6.256730556488037109e-01 4.492329657077789307e-01 1.884434521198272705e-01 -3.745591640472412109e-01
-6.915358304977416992e-01 7.082623839378356934e-01 1.256519556045532227e-01 2.953767180442810059e-01
