-1.985395550727844238e-01 6.165103912353515625e-01 -8.696503639221191406e-01
1.991925537586212158e-01 -7.694827765226364136e-02 -5.625292062759399414e-01
1.428877711296081543e-01 -9.685023128986358643e-02 3.134694695472717285e-02
9.985139966011047363e-01 -5.757915601134300232e-02 3.176578879356384277e-02
7.477303594350814819e-02 1.380841434001922607e-01 -1.108163446187973022e-01
2.800544500350952148e-01 -8.617758750915527344e-02 -2.154667116701602936e-02
6.925888061523437500e-01 -9.631307125091552734e-01 -4.181904196739196777e-01
4.428971111774444580e-01 -5.096030235290527344e-01 1.930550634860992432e-01
3.150876462459564209e-01 3.999725915491580963e-03 5.008366703987121582e-02
6.223329305648803711e-01 -1.294008791446685791e-01 -1.593567430973052979e-01
2.733200788497924805e-01 4.218252003192901611e-01 -2.715939879417419434e-01
3.440255224704742432e-01 -3.415194153785705566e-01 2.307151854038238525e-01
8.155571222305297852e-01 -9.435573220252990723e-01 6.020591259002685547e-01
2.818545401096343994e-01 -3.048574626445770264e-01 7.776913791894912720e-02
1.693325303494930267e-02 -2.283918112516403198e-01 2.717431448400020599e-02
6.977679729461669922e-01 -4.553717672824859619e-01 -6.482244729995727539e-01
4.508622735738754272e-02 2.190730422735214233e-01 -6.474649906158447266e-02
-3.131942152976989746e-01 -2.223656326532363892e-02 1.663399040699005127e-01
-5.099296197295188904e-02 -3.818865120410919189e-01 2.355644702911376953e-01
-3.048009797930717468e-02 -4.708983302116394043e-01 -1.629701554775238037e-01
9.841510653495788574e-01 8.045963943004608154e-02 8.271344900131225586e-01
-6.265001296997070312e-01 -4.215322807431221008e-02 -5.834621787071228027e-01
-1.083685457706451416e-02 -8.732327818870544434e-02 -1.611126661300659180e-01
-3.274196982383728027e-01 -4.202004969120025635e-01 -8.018169403076171875e-01
7.536481320858001709e-02 -2.623958885669708252e-01 6.257141381502151489e-02
-1.153743565082550049e-01 6.644614338874816895e-01 9.959866106510162354e-02
8.197724819183349609e-02 -4.316452890634536743e-02 -2.376052783802151680e-03
-5.559441074728965759e-02 -2.521379888057708740e-01 9.984580874443054199e-01
2.662440203130245209e-02 4.039036333560943604e-01 5.347143411636352539e-01
-1.389512121677398682e-01 8.061666786670684814e-02 -1.352097541093826294e-01
9.992348551750183105e-01 -1.345551759004592896e-02 -7.027585506439208984e-01
-3.359594643115997314e-01 -5.489640235900878906e-01 -1.765695810317993164e-01
-3.918738067150115967e-01 -9.987194538116455078e-01 2.931100726127624512e-01
3.294733762741088867e-01 -6.099954843521118164e-01 -9.123007953166961670e-02
1.645921021699905396e-01 -2.084649726748466492e-02 -8.018640428781509399e-02
1.293701026588678360e-02 2.379119545221328735e-01 1.497162580490112305e-01
-9.921886324882507324e-01 5.113258361816406250e-01 4.294195175170898438e-01
4.621773958206176758e-01 9.941840767860412598e-01 2.991156578063964844e-01
7.925741672515869141e-01 -3.006602525711059570e-01 -4.640048444271087646e-01
1.246326491236686707e-01 -7.184513211250305176e-01 1.113299876451492310e-01
-3.854141831398010254e-01 -9.780414104461669922e-01 -6.543552130460739136e-02
2.423016875982284546e-01 -1.078688576817512512e-01 1.853142678737640381e-01
-4.535313323140144348e-02 -9.822695255279541016e-01 5.076513886451721191e-01
-8.171233534812927246e-02 4.333594143390655518e-01 -3.784778118133544922e-01
6.237862631678581238e-02 -3.318341374397277832e-01 -1.664115488529205322e-01
-7.256916910409927368e-02 -4.015842080116271973e-01 -2.200627326965332031e-01
-2.531582117080688477e-01 1.335696578025817871e-01 6.962285041809082031e-01
2.221200242638587952e-02 -2.745541334152221680e-01 -4.683307707309722900e-01
-4.671982303261756897e-02 -2.400846034288406372e-01 1.628481596708297729e-01
4.749742150306701660e-01 -1.417124867439270020e-01 -3.352355360984802246e-01
3.072389662265777588e-01 -8.506492376327514648e-01 -1.365322619676589966e-01
